													
	8003118.6		0	1066.2	1	8003500.6	8003517.2	16.6	709.2	395.7	1504.6	844	10.3
	8003118.6		0	1066.2	2	8003609	8003617.3	8.4	808.5	782.5	717.2	359.2	3.5
	8004186.4		0	4394.7	1	8004713.5	8004751.9	38.4	716.9	362.2	1086.6	59.7	9.5
	8004186.4		0	4394.7	2	8004952.2	8004960.5	8.3	1131	79.6	1128.3	82.8	0.1
	8004186.4		0	4394.7	3	8005052.3	8005093.9	41.6	1119.7	95.9	606.8	452.2	12.9
	8004186.4		0	4394.7	4	8005294.2	8005335.9	41.7	563.1	502.5	346.7	678.9	4.9
	8004186.4		0	4394.7	5	8005602.9	8005619.5	16.6	328.4	699.1	434	732.4	1.5
	8004186.4		0	4394.7	6	8005803	8005853.2	50.1	477.4	767.2	1124.5	768	13.3
	8004186.4		0	4394.7	7	8006128.4	8006153.4	25	1104.2	777.6	834.9	795	3.9
	8004186.4		0	4394.7	8	8006286.9	8006337	50.1	824.7	818.4	314.3	153.3	18.1
	8004186.4		0	4394.7	9	8006612.3	8006629	16.7	287.1	141.3	163.9	105.7	1.8
	8004186.4		0	4394.7	10	8006854.2	8006971	116.8	96.9	96.5	171.6	111.1	3.4
	8004186.4		0	4394.7	11	8007112.9	8007154.5	41.6	147.3	139.9	207.4	575.5	7.8
	8004186.4		0	4394.7	12	8007496.6	8007513.2	16.6	232.1	599.8	361.7	610.2	1.6
	8004186.4		0	4394.7	13	8007655.1	8007713.5	58.3	381.8	628.8	1004.3	186	16.9
	8004186.4		0	4394.7	14	8007997.1	8008030.5	33.4	1056.2	162.9	1344.5	166.4	4.3
	8004186.4		0	4394.7	15	8008172.4	8008264.1	91.7	1307.1	226.2	1182.1	430.2	5.7
	8008587		0	1862.8	1	8008781.3	8008798	16.6	1136.5	423.7	915.9	420.4	2.9
	8008587		0	1862.8	2	8008956.4	8008998.2	41.8	868.2	386.5	1279.4	232.8	8.6
	8008587		0	1862.8	3	8009265.2	8009298.6	33.4	1240.3	262	1122.5	642.8	6.6
	8008587		0	1862.8	4	8009523.8	8009540.4	16.6	1124.5	669.1	966.3	673.1	2.4
	8008587		0	1862.8	5	8009740.7	8009782.4	41.7	911.1	714.3	488.4	522.3	9.8
	8008587		0	1862.8	6	8010032.6	8010057.7	25.1	463.7	472	309.2	708.1	4.1
	8010450		0	2018.7	1	8010566.6	8010600	33.4	274.9	723.7	640.7	422.5	9.1
	8010450		0	2018.7	2	8010833.5	8010858.5	25	682.1	419.8	966.3	403.2	4.2
	8010450		0	2018.7	3	8011133.9	8011175.6	41.7	1008.3	368.4	1085.7	104.6	5
	8010450		0	2018.7	4	8011384.1	8011434.3	50.2	1102.2	103.1	449.1	124.4	14.4
	8010450		0	2018.7	5	8011634.4	8011684.5	50.1	373.2	148.4	266.2	475.6	7
	8010450		0	2018.7	6	8011834.6	8011843	8.3	239.6	547.9	238.7	548.3	0
	8010450		0	2018.7	7	8011934.7	8011959.7	25	255.6	547	345.7	182.1	5.8
	8010450		0	2018.7	8	8012068.2	8012084.8	16.6	376	123.7	376.1	121	0.1
	8010450		0	2018.7	9	8012218.3	8012226.7	8.4	407.6	59.1	410.2	58.2	0.1
	8012474.6		0	928.5	1	8012635.4	8012668.8	33.4	427	78.8	738.8	286.7	7.4
	8012474.6		0	928.5	2	8012819	8012852.4	33.3	776.6	326.3	413.8	415.8	6.9
	8012474.6		0	928.5	3	8013035.9	8013044.3	8.4	386.6	439.5	337.9	432.3	0.6
	8013405.8		0	706.6	1	8013536.4	8013578.1	41.8	281.4	400	689.8	382.9	8.3
	8013405.8		0	706.6	2	8013795	8013836.8	41.7	743.3	341.1	1069.1	661	9
	8014118.5		0	3405.7	1	8014312.3	8014345.7	33.4	1074.5	689.9	822.8	394.9	6.5
	8014118.5		0	3405.7	2	8014620.9	8014638.5	17.6	788.5	373.3	606.8	367.7	2.4
	8014118.5		0	3405.7	3	8014762.7	8014813.1	50.4	589.1	353.1	1272.5	612.3	15.5
	8014118.5		0	3405.7	4	8014997	8015063.1	66.1	1278.2	659.2	483.8	471.5	23
	8014118.5		0	3405.7	5	8015221.6	8015230	8.4	424.5	438.8	423.8	437.2	0
	8014118.5		0	3405.7	6	8015405.1	8015430.2	25.1	419.1	433.3	392.3	157.8	4.3
	8014118.5		0	3405.7	7	8015697.1	8015713.8	16.8	373.1	125.9	247.1	132	1.4
	8014118.5		0	3405.7	8	8015880.7	8015914.1	33.4	233.9	176.8	574.7	231.5	5.3
	8014118.5		0	3405.7	9	8016139.3	8016189.3	50	616.4	236.4	1176.1	108.7	14.7
	8014118.5		0	3405.7	10	8016447.9	8016456.3	8.4	1135.5	141.6	1113.6	147.9	0.4
	8014118.5		0	3405.7	11	8016689.9	8016714.9	25	1101.2	165	1225.7	372.5	3.6
	8014118.5		0	3405.7	12	8016990.1	8017065.3	75.1	1235.2	405.4	336.6	764.7	24.5
	8014118.5		0	3405.7	13	8017248.8	8017265.5	16.7	325.2	775.2	211.4	848.6	1.8
	8014118.5		0	3405.7	14	8017424	8017432.4	8.4	141.9	875.1	137.6	875.5	0.1
	8017527.4		0	5811.3	1	8017665.9	8017707.7	41.8	123.5	892.8	606.9	487.1	12.6
	8017527.4		0	5811.3	2	8018041.4	8018074.8	33.4	623.1	467.7	405.7	182.6	6.1
	8017527.4		0	5811.3	3	8018316.6	8018341.6	25	349	157.5	128	138.7	4
	8017527.4		0	5811.3	4	8018491.8	8018525.2	33.4	87.4	112.1	206.4	421.1	6.1
	8017527.4		0	5811.3	5	8018850.6	8018884	33.4	197.5	402.8	170.9	806.5	6.3
	8017527.4		0	5811.3	6	8019125.8	8019292.7	166.9	147.6	800.9	137.6	176.9	27
	8017527.4		0	5811.3	7	8019392.8	8019484.6	91.8	148.9	216.3	1127.1	207.3	26.5
	8017527.4		0	5811.3	8	8019784.9	8019818.3	33.4	1120.2	221.7	1141.4	614.5	6.2
	8017527.4		0	5811.3	9	8020135.3	8020176.9	41.6	1166.5	631.1	812.8	791.6	7.7
	8017527.4		0	5811.3	10	8020452.3	8020477.3	25	790.8	787.8	700.6	463.1	5.1
	8017527.4		0	5811.3	11	8020685.9	8020719.3	33.4	663.5	422.2	933.4	177.6	6.4
	8017527.4		0	5811.3	12	8020836	8020844.4	8.4	990.4	137.4	991.7	135.9	0
	8017527.4		0	5811.3	13	8020952.8	8020969.5	16.8	1026.2	128.7	1186.6	109.9	2.4
	8017527.4		0	5811.3	14	8021219.7	8021269.9	50.1	1205	112.3	560.3	168.1	13.3
	8017527.4		0	5811.3	15	8021586.9	8021611.9	25	537.1	202.5	493.3	444.2	4.7
	8017527.4		0	5811.3	16	8021862.1	8021870.5	8.4	479.3	440.5	507.8	378	0.6
	8017527.4		0	5811.3	17	8022087.3	8022120.7	33.4	532.8	349.5	810.1	670	8.1
	8017527.4		0	5811.3	18	8022329.4	8022354.3	25	826.8	680.6	614.7	681.9	3.8
	8017527.4		0	5811.3	19	8022504.5	8022537.8	33.4	554.6	670.7	1025.8	684.6	9.4
	8017527.4		0	5811.3	20	8022629.6	8022638	8.4	1097.6	708.9	1099.7	712.7	0.1
	8017527.4		0	5811.3	21	8023013.3	8023030.1	16.7	1133.4	762.2	1245.2	621.4	2.4
	8017527.4		0	5811.3	22	8023305.3	8023338.7	33.4	1323.8	602.3	1332.4	595.5	0.2
	8023343.8		0	2355.8	1	8023505.5	8023547.4	41.9	1333	599.6	869.3	391.4	9.9
	8023343.8		0	2355.8	2	8023889.3	8023922.7	33.4	887.9	371.1	1184.1	123.8	6
	8023343.8		0	2355.8	3	8024248	8024314.8	66.8	1152.1	141.6	334.3	342.9	18.5
	8023343.8		0	2355.8	4	8024556.8	8024581.8	25	331.7	391	228.6	641.4	5
	8023343.8		0	2355.8	5	8024932.2	8024990.5	58.3	219.9	659.2	201.1	224.4	15.1
	8023343.8		0	2355.8	6	8025224.1	8025232.5	8.4	177	219.5	170.4	130.5	0.7
	8023343.8		0	2355.8	7	8025407.6	8025416	8.4	173.7	169.2	270.7	174.8	1.1
	8023343.8		0	2355.8	8	8025582.8	8025591.2	8.4	338.6	169.2	339.1	167.9	0
	8025705.1		0	837.1	1	8025858.1	8025891.5	33.4	339	139.8	658.2	231.1	6.1
	8025705.1		0	837.1	2	8026183.5	8026208.5	25.1	609.3	213.2	600.7	205.6	1.1
	8026549.2		0	1536.3	1	8026859.2	8026875.9	16.8	593.5	212.2	700.2	273.2	1.8
	8026549.2		0	1536.3	2	8026959.3	8026984.3	25	765.5	278.5	949.9	159.8	3.4
	8026549.2		0	1536.3	3	8027334.7	8027343.1	8.4	971.1	189.2	969.8	275.4	1.1
	8026549.2		0	1536.3	4	8027509.9	8027534.9	25	976	321.5	955.2	530.9	3.5
	8026549.2		0	1536.3	5	8027768.5	8027776.9	8.4	941.6	610.7	977.7	609	0.3
	8028086.6		0	2176.4	1	8028244	8028302.4	58.4	1014.8	606.7	701.6	339.1	11.3
	8028086.6		0	2176.4	2	8028602.7	8028619.9	17.2	679.3	300.3	656.5	151.2	2.4
	8028086.6		0	2176.4	3	8028778	8028819.7	41.7	657.5	99.3	1101.1	83.6	8.7
	8028086.6		0	2176.4	4	8029103.3	8029128.4	25	1071.2	84.3	783	279	5.2
	8028086.6		0	2176.4	5	8029278.5	8029286.9	8.4	723.5	318.4	724.5	319.4	0
	8028086.6		0	2176.4	6	8029370.2	8029395.2	25	728.7	320.2	599.5	552.4	3.8
	8028086.6		0	2176.4	7	8029570.5	8029603.9	33.4	582.4	574.8	261.6	635.4	5.9
	8028086.6		0	2176.4	8	8029870.8	8029895.9	25	284.8	682.9	137.6	671.4	2.8
	8030271.3		0	842.6	1	8030271.7	8030337.9	66.3	106.4	651.8	609	391.8	14.2
	8030271.3		0	842.6	2	8030663.3	8030671.7	8.4	591	362	511.3	352.8	1
	8030271.3		0	842.6	3	8031088.8	8031113.8	25	451.6	316.9	450.5	311.9	0.1
	8031118.2		0	1096.9	1	8031372.4	8031397.4	25	452.6	318.6	710.8	302	4.1
	8031118.2		0	1096.9	2	8031656	8031672.8	16.8	770.7	281.5	892.9	367.2	2.3
	8031118.2		0	1096.9	3	8031881.3	8031889.6	8.4	916.1	415.8	869.2	417	0.4
	8032215.7		0	942	1	8032548.8	8032582.1	33.3	831.5	406	569.8	315.6	5.6
	8032215.7		0	942	2	8032807.3	8032824	16.6	541	301.4	418.1	300.1	1.9
	8032215.7		0	942	3	8033082.6	8033157.7	75.1	323.9	301	313.4	299.7	0.3
	8033165.9		0	776	1	8033341.2	8033366.2	25	346.3	312.8	642.6	305	4.7
	8033165.9		0	776	2	8033491.3	8033524.7	33.4	678.2	278.5	367.4	295.5	5
	8033165.9		0	776	3	8033650	8033658.2	8.2	341.7	318.1	296.2	325.7	0.5
	8033165.9		0	776	4	8033883.5	8033941.8	58.4	229.5	348.3	227	350.6	0.2
	8033943.7		0	924.2	1	8034108.7	8034142.1	33.4	318.6	348.9	711.8	332.7	8.7
	8033943.7		0	924.2	2	8034384	8034409	25	671.9	336.7	391.7	577.8	7
	8033943.7		0	924.2	3	8034617.6	8034625.9	8.4	368.8	607.8	361.6	650.4	0.3
	8034870.3		0	6779.8	1	8035018	8035051.4	33.4	318.9	662.6	654.2	329.9	8.9
	8034870.3		0	6779.8	2	8035343.4	8035351.8	8.4	631.4	311	567.7	311.8	0.9
	8034870.3		0	6779.8	3	8035593.6	8035602	8.4	545.1	311.4	519.3	237.5	0.8
	8034870.3		0	6779.8	4	8035743.9	8035768.9	25	481.8	185.5	330.6	184	3.2
	8034870.3		0	6779.8	5	8036035.9	8036052.5	16.6	266.8	166.6	233.4	48.3	1.6
	8034870.3		0	6779.8	6	8036202.6	8036277.8	75.1	195.6	37.3	991.3	448	23.5
	8034870.3		0	6779.8	7	8036586.4	8036611.5	25.1	1000.5	517.1	825.5	698.8	3.7
	8034870.3		0	6779.8	8	8036878.3	8036928.5	50.1	769.8	684.7	198.7	707.4	12
