732.3	435.6
733.3	435.7
734.6	435.6
735.8	436.3
738	437.6
739.8	438.6
740.4	439.2
741.3	438.5
742.4	437.8
742.6	439.3
743	442
744.2	441.7
744.9	441.6
745.5	441.5
746.1	442.2
744	441.3
743.2	439.9
742.7	438.5
741.8	440.4
740.8	439.8
741.5	439.2
741.7	438.7
740.5	438.3
739.5	438.9
738.3	442.6
737.3	444
738	441.9
737.6	443.7
737	444.5
736.4	441.9
736.3	443.4
735.5	443.6
735.3	444.4
735.6	444.4
735.9	445.3
735.9	443.2
735.1	440.9
734.3	442.4
733.5	444.6
733.4	445
733.1	446.8
732.4	447.9
730.9	448
731.1	448.3
731.1	447.7
730.2	449.9
732.2	448.4
732.8	450.4
733.1	449.7
731.6	449.6
729.7	449
728.3	448.1
726.1	448.2
730.5	445.7
732.6	445.9
732	448.6
734.1	448.2
735.3	449.8
732.9	449.7
734.5	450.4
734.5	449
735.4	449.6
737	451
738.2	447.5
737.9	448.2
735.2	446.6
734.2	447.3
732.6	446.3
733	444.8
731.7	443.3
730.4	442.7
729.6	442.9
728.1	442.1
727	441.7
726.6	444.6
725.8	445.9
726.6	447.8
727.2	449.2
728	449.4
727.6	452.1
728.8	451.6
729.5	451.4
729.1	454.8
729.5	454.1
729.5	454.7
729.1	454.6
729	454.4
729.7	454.7
730.7	454.1
731	452.6
731.8	451
731.5	451
731.8	451.3
732.6	450.7
733.5	450.1
734.5	451.1
735	450.4
735.1	450.7
735.1	449.8
734.8	450.4
734.5	452.3
734.3	455.1
734.6	456.8
734.5	460.6
734.9	461.3
735	462.1
735.7	462.7
736.5	466.1
738.2	464.3
738.6	463.6
740.1	464.1
737.6	459.7
737.8	458.4
737.3	453.8
735.9	450
734.7	444.6
733.6	443.6
732.4	441.3
731.5	441.5
729.3	443.1
728.3	442.6
727.3	442.7
727.6	445.4
727	442.5
726.4	439.7
726.6	445.1
726.7	449.3
726.2	453.2
	
726.2	454.7
726.5	453.4
728	452.8
733.3	451.2
733.6	449.6
736	450.2
737.2	450.8
740.7	449.7
742.1	449.6
744.8	445.8
746.9	443.4
750.9	440.1
751.8	439.5
752.9	438.5
751	436.1
752.3	437.9
752.4	437.8
753.4	437.4
753.1	438.6
753.6	436.8
753.7	437
752.7	438
751.3	438.8
751.7	439.9
751	440.2
752.4	441.4
752	441.4
752	442.2
751.5	442
752.2	442.4
752.7	444.4
753.4	444.8
753.4	446.6
753.8	447.8
753.8	448.1
754.4	447.2
753.7	446.4
754.3	446.7
754.6	446.5
754.6	447.5
753.4	447.5
753.2	447
753.4	445.9
752.2	445.4
752.2	445.3
751	444.3
750.1	445.1
749.5	446.2
748	446.3
747.5	445.3
746.6	441.4
745.4	439.1
744.2	438.2
742.9	437
742.6	430.8
741.4	434.9
794	438.9
918.9	433.7
958.7	427
998.2	422.5
970.1	423.4
978	421.1
979.2	419.5
981.1	418.8
983.4	415.1
983.9	415
983.8	413.8
978.4	413.1
980.8	411.5
981.4	410.8
980.2	411.5
981.4	411.3
981.9	412.5
982.1	413.4
984.3	413
983.5	413.7
983.6	413.5
984	413.8
985.6	414.2
986.6	412.9
989	413.7
988.5	413.7
988.9	414.3
988.8	414.5
988.8	414.2
988	417.1
988.5	418.2
987.7	420.2
980	405.4
963	348.9
938.4	307.1
933.3	297.3
935	294.9
921	299
916	304.2
917.5	307.1
919.8	308.3
924.3	307.6
924.2	306.4
922.6	306.8
923.2	303.4
926.5	302.4
923.8	303.4
925.1	304.5
925.7	303.9
927	301.6
927.6	299.8
926.9	296.4
926.7	295
925.8	295.6
926.8	296
925	297.1
935.7	294.3
1055.8	251.3
1064.1	244
1102.2	219.4
1092.1	219
1094.2	220.6
1100.5	213.8
1102.1	210.6
1100.9	206.9
1102.3	207
1102.8	204.6
1101.2	201.5
1100.6	198.9
1100.7	198.5
1099.7	198.5
1098.9	198.2
1099.8	198.6
1100.9	198.4
1099.8	198.7
1101	198.7
1103	197.1
1103.5	197.8
1105.2	199.8
1104.3	201.3
1106	202.3
1106.4	207.6
1104.6	210.6
1103.8	208.1
1104.2	210.4
1104.2	210
1104.7	210.2
1101.6	210.5
1101.1	210.2
1101.5	209.1
1177.6	203.1
1225.5	198.1
1231.9	190.2
1225.4	184
1217.2	187.7
1225.8	183.3
1217.9	176.3
1221	173.3
1216.8	171.8
1222.3	170.8
1223.3	170.6
1225.6	172.5
1222.1	170.2
1221.6	169.6
1224.4	164.9
1223	165.3
1222.2	166.3
1224.7	169
1226.7	168.8
1228	169.6
1225.2	170
1224.6	171.2
1225.6	167.3
1224.1	166.8
1222.2	166
1221.5	167.8
1222.6	167.8
1224.2	168.4
1227.9	167.3
1220	170.2
1219.3	169.7
1223.5	172.5
1222.2	171
1220.8	172.9
1224.3	174.4
1222.7	173.5
1221.8	175.9
1224.7	176.7
1223	176.7
1232.6	176
1324.9	173.7
1317.4	172.7
1323.8	172.9
1328.6	174
1328	176.9
1315.2	176.9
1314.9	176.7
1320.3	175.6
1321	176.4
1315.4	175.6
1318	175.3
1315.4	174.5
1317.1	175.1
1318.3	174.4
1318.1	175.5
1315.8	176.5
1313.4	175.2
1315.3	174.9
1314.9	175.4
1314	175.2
1317.1	176.4
1317.9	177.2
1317.5	177.2
1317.1	178.9
1312.8	178.8
1312.6	178.4
1311.7	178.6
1313.9	180.1
1319.5	290.6
1327.3	381.9
1322.8	457.1
1320.8	494.4
1322.9	501.9
1327.2	498.4
1331.5	503.5
1330	512.7
1330.1	517.8
1330.9	527.5
1332.2	529.4
1332.1	525
1331.8	527
1331.8	525
1331.7	529.3
1331.3	530.5
1331.3	531.8
1332.3	532.7
1333.6	532.8
1334.9	534.5
1334.5	534.1
1333.9	532.8
1333.7	532.1
1332.1	531.6
1330.5	532.7
1329.9	531
1328.6	531.2
1327.1	529.3
1325.8	529.2
1325	528.6
1324.1	527.7
1323.6	525.7
1307.4	692.3
1286.9	775.4
1291.4	774
1292.7	757.1
1283.7	769.9
