1	1	824236	824260	62.5157	164	521.1	400.6	522.5	338.1	9	1	1
1	2	824622	824748	87.29	382.8	524.5	325.1	582.2	390.6	9	1	1
1	3	824822	825062	18.1893	810.4	577.3	390.5	571.1	407.6	9	1	1
1	4	825322	825388	143.4072	395.6	577.2	406.6	651.1	529.5	9	1	1
1	5	825566	825670	143.0645	292	701.4	611.2	801	713.9	9	1	1
1	6	826218	826224	13.5074	73.3	818.1	718.5	808.7	708.8	9	1	1
1	7	826310	826314	8.262	63.6	817.1	714.7	810.6	709.6	9	1	1
1	8	826638	826638	8.262	0	817.1	714.7	810.6	709.6	9	1	1
1	9	826672	826718	7.985	105.2	621.7	640	614.3	637	9	1	1
1	10	826772	826794	8.268	74.5	612.7	644.9	608.3	637.9	9	1	1
1	11	827080	827150	349.2686	3270	600.4	635.1	251.8	613.5	9	1	1
1	12	827358	828534	486.7152	744.3	259.4	618.8	745.7	638.9	9	1	1
1	13	828868	828910	45.8416	126	705.4	614.9	659.7	618.5	9	1	1
1	14	829226	829362	100.5342	201	655.3	610.3	751	641.1	9	1	1
1	15	829398	829406	10.3812	58.4	745.4	633.3	751.5	641.7	9	1	1
1	16	829810	829896	479.7055	387.9	742.9	629.7	263.2	632	9	1	1
1	17	830072	830114	144.2002	235	252.3	636.2	108.4	645.5	9	1	1
1	18	830336	830404	259.5629	329.4	105.6	627	75.4	369.2	9	1	1
1	19	830668	830710	173.7081	286	123.2	377.6	296.5	389.5	9	1	1
1	20	830952	831010	304.4606	342.3	289.5	381.4	123	126.5	9	1	1
1	21	831392	831430	153.2376	220.9	130.4	113.9	28	-0.1	9	1	1
1	22	831832	831850	45.8835	121.2	55.7	-7.1	59.8	-52.8	9	1	1
1	23	832224	832306	561.4751	529.7	73.8	-62.8	613.6	91.7	9	1	1
1	24	832664	832708	183.4249	260	630.1	96	799.1	167.3	9	1	1
1	25	833008	833046	123.2038	221.3	811.2	194.1	876.3	298.7	9	1	1
1	26	833562	833574	21.9791	90.3	874	325.1	852.2	322.3	9	1	1
2	1	856678	856694	33.0002	123.3	549.3	383.8	516.3	383.9	9	1	1
2	2	857266	857312	205.3132	304.2	548.3	387.7	745.6	444.5	9	1	1
2	3	857752	857774	49.4387	146	754.4	459.2	705.1	462.9	9	1	1
2	4	858152	858200	200.8778	321.7	695.7	473	510.5	550.8	9	1	1
2	5	858620	858642	39.415	112.8	504	578.5	471.5	600.8	9	1	1
2	6	859066	859086	46.2725	166.6	468.8	614.1	511.3	632.4	9	1	1
2	7	859516	859544	66.3121	149.2	496.3	629.1	430.2	623.8	9	1	1
2	8	860030	860046	32.2368	106.1	445	630.9	413	627	9	1	1
