23720702	23720715	14	814.9	451.6	1013
23720740	23721050	311	795	512.3	1089
23721075	23721256	182	884.6	528.6	1176
23721281	23721548	268	865.9	442	1149
23721583	23722142	560	848.9	513.4	1161
23722163	23722659	497	875.4	474.7	1147
0	0	0	0	0	0
0	0	0	0	0	0
23722706	23723941	1236	835	300.1	1262
23723965	23724329	365	878.4	308.7	1310
23724372	23725344	973	845	399.7	1261
23725378	23725527	150	946.1	473.8	1262
23725560	23725633	74	1017.9	486.1	1243
23725686	23725931	246	831.1	719.6	1278
0	0	0	0	0	0
0	0	0	0	0	0
23725968	23726984	1017	724.7	800	1399
23727054	23727096	43	782.8	531.9	1509
23727315	23727646	332	882.9	485.5	1431
23727677	23728441	765	841.2	509.6	1316
23728483	23728643	161	845.9	694.1	1247
23728677	23728795	119	939.9	677.7	1267
0	0	0	0	0	0
0	0	0	0	0	0
23728834	23729780	947	1093.7	708	1224
23729804	23731390	1587	1025.1	651.9	1215
23731452	23731670	219	553.9	538.5	1258
23731740	23731830	91	948.1	378.8	1171
23731870	23732081	212	1164.5	398.4	1155
23732121	23732288	168	1014.9	269.3	1149
23732350	23732459	110	872.1	770	1168
23732485	23732642	158	908.7	833.5	1198
0	0	0	0	0	0
0	0	0	0	0	0
23732656	23733421	766	936.1	815.7	1263
23733444	23733660	217	898.7	699.3	1292
23733683	23734194	512	958.2	665.8	1172
23734220	23734905	686	886.4	568.4	1112
23734937	23735109	173	854.4	637.1	1098
23735144	23735412	269	704.8	429.5	1095
0	0	0	0	0	0
0	0	0	0	0	0
23735436	23735825	390	679.2	410.4	1076
23736044	23736572	529	872.3	387.8	1102
23736595	23737575	981	915.1	425.5	1035
23737615	23737696	82	907.7	571.8	1067
23737732	23737815	84	1016.1	610.7	1078
23737874	23738109	236	597	233.6	1049
23738164	23738329	166	990	728.4	1052
23738362	23738662	301	1016.1	772.9	1110
0	0	0	0	0	0
0	0	0	0	0	0
23739155	23739696	542	923.6	484.5	1263
23739731	23740442	712	863.1	577.9	1111
23740471	23740566	96	1037.7	638.9	1098
23740613	23740690	78	918.7	812.2	1112
23740727	23740881	155	886	885.2	1133
23740972	23741120	149	791.1	208.2	1089
23741151	23741237	87	839.4	205.1	1057
23741272	23741711	440	744.2	218.5	1102
0	0	0	0	0	0
0	0	0	0	0	0
23742311	23742352	42	849.1	253.5	1329
23742386	23743537	1152	797.9	274.4	1237
23743583	23743766	184	860.7	680.8	1191
23743804	23744282	479	1018.8	611.1	1166
0	0	0	0	0	0
0	0	0	0	0	0
23744887	23746085	1199	1004.9	525.4	1175
0	0	0	0	0	0
0	0	0	0	0	0
23746119	23747271	1153	1068	502.9	1222
23747302	23747675	374	1026	499.4	1225
23747826	23748034	209	971.7	496.5	1185
23748063	23748642	580	1016.7	512.4	1145
23748668	23748887	220	1169.9	453.8	1108
0	0	0	0	0	0
0	0	0	0	0	0
23748906	23749860	955	1159.5	416	1140
23749886	23750039	154	1073	396.1	1206
23750073	23750240	168	988.6	428.4	1144
23750273	23750392	120	912.5	468.5	1135
23750428	23751446	1019	1010.6	454.3	1051
23751494	23751643	150	870.4	628.9	1101
23751674	23751695	22	1041.8	546	1104
23751742	23751841	100	533.7	438.3	1121
23751894	23752095	202	818.6	702.2	1084
0	0	0	0	0	0
0	0	0	0	0	0
23752119	23752503	385	852.4	731.4	1124
23752727	23752989	263	842.5	517.6	1118
23753021	23753100	80	890.9	534.2	1156
23753133	23754181	1049	855.9	520.7	1103
23754236	23754335	100	892.4	261.4	1101
0	0	0	0	0	0
0	0	0	0	0	0
23754369	23755832	1464	871.2	202.8	1072
23755863	23756107	245	853.6	340.2	1160
23756142	23756225	84	923.8	389.1	1169
23756272	23756728	457	867.1	527.7	1105
