8		2817111	2817168	248	429	9		2817312	2817349	259	602	5		2817499	2817519	235	651	2		2817651	2817701	661	651	14		2817884	2817919	830	633	6		2818071	2818104	763	501	5		2818303	2818339	918	398	6		2818477	2818492	949	411	1		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
4		2824259	2824316	182	369	11		2824413	2824461	192	172	7		2824558	2824593	342	161	5		2824717	2824747	222	162	4		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
8		2827875	2827933	175	351	11		2827988	2828025	290	152	8		2828159	2828213	736	161	15		2828402	2828444	746	356	6		2828623	2828651	771	440	3		2828756	2828792	691	575	5		2828897	2828930	830	611	5		2829142	2829152	802	627	1		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
11		2834817	2834829	511	388	1		2834952	2834987	337	429	6		2835091	2835131	239	555	6		2835255	2835283	241	643	3		2835373	2835421	714	629	15		2835599	2835656	924	335	12		2835890	2835922	937	215	4		2836021	2836057	736	178	6		2836211	2836254	463	149	9		2836459	2836493	333	140	5		2836623	2836640	391	141	1		0	0	0	0	0		0	0	0	0	0
4		2840511	2840565	258	366	9		2840691	2840717	341	278	4		2840867	2840904	521	179	6		2841027	2841059	382	147	4		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
5		2878079	2878112	607	255	5		2878230	2878269	512	154	5		2878424	2878465	287	137	8		2878730	2878763	300	289	5		2878888	2878903	325	278	1		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
2		2882949	2882993	371	558	8		2883083	2883109	381	640	3		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
5		2885592	2885604	524	359	1		2885730	2885771	347	192	8		2885897	2885917	386	150	2		2886104	2886158	147	288	9		2886286	2886299	159	271	1		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
1		2889271	2889324	256	377	8		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
2		2892124	2892171	881	465	13		2892260	2892277	883	504	1		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
3		2894473	2894541	184	458	12		2894676	2894724	159	588	4		2894819	2894844	76	633	3		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
2		2897162	2897204	291	288	8		2897336	2897344	309	263	1		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
2		2899668	2899708	376	190	7		2899802	2899823	387	106	2		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
2		2902406	2902449	493	608	8		2902939	2902997	482	354	9		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
