2		3278884	3278921	344	327	6		3279070	3279113	255	178	5		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
1		3280965	3281025	299	493	8		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
8		3284502	3284560	326	399	6		3284728	3284751	377	398	2		3284898	3284944	240	270	6		3285106	3285193	838	269	20		3285352	3285419	806	595	11		3285554	3285607	574	610	8		3285741	3285770	589	491	4		3285879	3285906	710	494	4		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
15		3287924	3287960	527	497	3		3288152	3288189	435	506	3		3288259	3288311	288	313	8		3288580	3288651	661	256	13		3288868	3288931	762	465	7		3289146	3289193	638	388	5		3289380	3289428	471	399	6		3289604	3289667	232	555	9		3289876	3289921	359	615	4		3290019	3290069	588	617	7		3290253	3290301	570	402	7		3290426	3290448	491	343	3		3290625	3290648	428	254	3
18		3293601	3293630	450	254	4		3293772	3293796	408	179	3		3293924	3293987	405	590	14		3294191	3294237	267	604	5		3294327	3294390	793	490	18		3294579	3294612	782	292	6		3294779	3294810	790	162	4		3294999	3295050	651	353	7		3295285	3295333	494	377	5		3295515	3295554	414	294	4		3295698	3295755	226	390	6		3295976	3296021	394	486	6		3296217	3296250	568	540	6
2		3299694	3299747	241	309	8		3299953	3299977	160	296	2		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
1		3301909	3301973	742	620	11		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
1		3309063	3309123	179	231	12		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
1		3310977	3311040	287	515	8		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
7		3314030	3314085	330	496	7		3314205	3314268	681	590	12		3314372	3314444	382	208	16		3314679	3314721	487	188	4		3314867	3314900	690	196	6		3315096	3315136	755	317	4		3315325	3315346	757	400	2		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
