8		6602860	6602898	620	410	4		6602958	6602982	713	423	4		6603109	6603148	870	442	5		6603350	6603376	755	482	4		6603448	6603473	845	514	3		6603719	6603736	866	530	1		6604674	6604953	822	642	4		6605286	6605306	863	530	1		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
81		6607552	6607590	648	410	4		6607785	6607832	807	419	6		6608004	6608028	878	435	3		6608208	6608232	957	455	3		6608466	6608518	1067	240	8		6608956	6609036	393	210	21		6609081	6609121	290	228	4		6609466	6609512	599	318	11		6609704	6609742	724	311	5		6609833	6609856	794	345	3		6610088	6610138	883	431	4		6610328	6610352	974	474	3		6610669	6610691	1000	518	3		6610975	6611016	838	641	6		6611343	6611363	787	655	2		6611580	6611600	734	635	2		6611792	6611829	804	569	3		6612001	6612018	840	521	2		6612167	6612189	891	508	2		6612498	6612539	1024	362	6		6612855	6612908	772	278	8		6613091	6613266	288	358	16		6613672	6613757	818	677	21		6614136	6614159	898	671	2		6614363	6614403	818	521	5		6614640	6614664	853	425	1		6614906	6614933	699	412	5		6615129	6615148	705	467	2		6615434	6615627	743	546	3		6615811	6615890	905	172	10		6616513	6616564	1046	125	5		6616885	6616938	961	467	11		6617077	6617113	854	512	4		6617486	6617516	706	407	5		6617896	6617917	680	370	2		6618084	6618141	483	358	7		6618489	6618518	382	269	5		6618813	6618870	184	347	7		6619250	6619303	612	399	15		6619433	6619476	772	428	6		6619655	6619698	888	521	5		6619980	6620002	951	505	3		6620289	6620310	862	465	3		6620556	6620579	782	494	3		6620764	6620779	750	507	1		6620929	6620942	714	473	1		6621177	6621211	636	477	3		6621424	6621439	601	481	1		6621661	6621852	606	723	8
6		6637748	6637771	577	418	3		6638063	6638116	518	561	5		6638153	6638187	552	432	4		6638395	6638442	581	242	6		6638526	6638572	800	271	8		6638879	6638934	824	496	6		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
5		6640844	6640868	566	408	1		6640989	6641037	778	402	8		6641193	6641217	863	441	3		6641446	6641477	799	290	5		6641538	6641573	860	230	3		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
115		6644821	6644874	755	412	8		6645015	6645039	851	441	3		6645201	6645226	924	418	3		6645538	6645608	1030	9	13		6645984	6646004	980	-16	2		6646290	6646371	877	561	18		6646577	6646643	491	505	13		6647038	6647063	470	380	5		6647221	6647264	580	501	6		6647562	6647596	497	636	7		6647816	6647836	411	617	2		6648142	6648167	296	635	4		6648381	6648405	216	624	3		6648638	6648669	72	581	5		6648719	6648753	160	515	3		6649051	6649094	206	485	2		6649311	6649354	185	345	5		6649467	6649623	294	156	8		6649814	6649836	229	165	2		6650160	6650179	175	161	2		6650265	6650297	201	137	1		6650420	6650441	232	102	2		6650574	6650597	255	95	1		6650853	6650869	199	106	1		6650985	6651009	237	110	1		6651244	6651293	148	281	6		6651605	6651629	73	308	2		6651810	6651991	789	246	23		6652204	6652227	728	176	3		6652325	6652352	813	89	4		6652489	6652517	861	47	3		6652765	6652822	913	-21	4		6653174	6653195	922	-49	2		6653502	6653546	642	112	10		6653955	6653981	570	126	4		6654338	6654356	530	119	2		6654666	6654687	463	126	2		6654847	6654904	553	316	7		6655213	6655231	510	306	2		6655405	6655440	417	307	3		6655717	6655786	340	404	4		6655822	6655854	365	415	1		6656059	6656128	570	525	8		6656447	6656470	513	521	2		6656735	6656808	741	446	8		6656909	6656954	543	419	7		6657268	6657291	468	421	2		6657612	6657662	811	432	11		6658027	6658047	738	430	2
38		6678146	6678180	620	359	5		6678376	6678435	900	129	12		6678559	6679468	962	32	4		6679619	6679695	775	415	14		6680012	6680035	662	422	3		6680148	6680171	727	455	2		6680534	6680557	798	468	2		6680682	6680713	920	495	5		6681059	6681084	999	469	3		6681412	6681452	948	249	7		6681710	6681746	933	109	4		6681963	6681976	910	77	1		6682176	6682234	702	415	12		6682566	6682587	650	457	3		6682813	6682916	606	466	1		6683011	6683025	605	434	1		6683091	6683115	645	435	1		6683372	6683430	533	265	6		6683466	6683500	554	218	2		6683812	6683845	479	170	3		6684018	6684036	443	146	2		6684409	6684455	312	279	6		6684803	6684826	230	276	3		6685122	6685162	164	210	3		6685383	6685401	114	199	2		6685550	6685564	61	209	1		6685735	6685766	250	207	6		6685873	6685898	154	269	3		6686008	6686046	83	353	3		6686302	6686350	117	531	6		6686430	6686483	313	559	6		6686728	6686753	216	567	3		6687038	6687060	157	574	2		6687194	6687237	200	669	3		6687471	6687493	123	673	3		6688067	6688089	112	645	1		6688293	6688329	86	608	1		6688662	6688679	97	648	1		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
78		6691259	6691277	499	436	2		6691639	6691718	230	657	11		6692007	6692067	621	544	14		6692212	6692244	679	577	2		6692356	6692383	788	596	4		6692544	6692568	684	543	3		6692701	6692753	779	664	5		6693056	6693099	911	543	6		6693364	6693386	961	626	2		6693681	6693741	873	490	5		6693959	6693994	799	428	4		6694133	6694157	790	370	2		6694430	6694463	715	249	4		6694641	6694668	704	197	1		6694882	6694909	596	192	4		6694958	6694988	667	295	4		6695298	6695350	498	250	5		6695553	6695593	451	184	3		6695827	6695850	481	170	1		6695914	6695938	544	153	3		6696067	6696090	555	149	1		6696310	6696337	645	146	4		6696728	6696772	497	281	6		6696951	6696982	529	295	1		6697158	6697221	342	313	6		6697260	6697293	387	327	1		6697574	6697614	242	282	6		6697694	6697738	243	194	3		6697953	6697994	173	173	3		6698227	6698362	205	463	9		6698642	6698686	417	611	8		6699028	6699049	338	602	2		6699284	6699310	266	620	3		6699451	6699482	144	646	4		6699695	6699717	68	646	2		6699936	6699989	209	645	4		6700245	6700282	177	629	2		6700319	6700352	207	625	1		6700597	6700620	276	596	2		6701033	6701067	247	664	3		6701517	6701567	226	527	4		6701931	6702040	332	587	4		6702090	6702135	227	589	4		6702176	6702201	234	680	3		6702560	6702676	283	443	8		6702962	6703010	423	438	4		6703289	6703308	382	424	2		6703595	6703622	499	504	5		6703767	6703788	432	544	1
21		6724232	6724272	660	402	5		6724337	6724370	678	415	1		6724604	6724658	913	410	8		6724877	6724926	988	405	3		6725287	6725321	820	456	6		6725509	6725538	925	409	4		6725794	6725814	953	400	2		6726082	6726125	815	558	6		6726456	6726504	649	623	6		6726752	6726774	578	638	3		6727301	6727375	628	604	2		6727724	6727740	668	579	1		6727865	6727905	538	497	4		6728203	6728254	359	456	7		6728562	6728588	276	468	2		6728979	6729050	762	581	16		6729121	6729166	931	675	6		6729346	6729377	859	673	2		6729408	6729442	890	678	1		6729583	6729614	923	669	1		6730381	6730405	913	722	1		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
29		6732896	6732952	695	560	9		6733168	6733219	812	591	4		6733354	6733401	892	513	4		6733577	6733619	953	645	4		6734001	6734038	857	549	4		6734255	6734307	911	697	4		6734830	6734915	998	323	12		6735013	6735442	981	-1	11		6735659	6735685	872	74	4		6735972	6736015	822	294	7		6736110	6736134	851	336	2		6736426	6736448	901	317	2		6736701	6736733	903	169	5		6736978	6737177	827	648	16		6737386	6737409	747	538	3		6737643	6737683	833	515	3		6738214	6738266	702	618	5		6738445	6738468	621	600	3		6738699	6738724	599	551	2		6739017	6739100	561	514	2		6739229	6739315	580	242	9		6739442	6739459	584	217	1		6739568	6739619	608	149	2		6739845	6739887	441	143	6		6740199	6740220	389	143	2		6740458	6740483	292	145	3		6740539	6740571	331	141	1		6740815	6740839	361	117	1		6741464	6741484	386	175	2		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
3		6743358	6743378	554	428	2		6743558	6743615	445	227	7		6743750	6743793	346	139	4		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0		0	0	0	0	0
